,FISCAL_YEAR,FISCAL_PERIOD,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESCR,TRANS_DT,MERCHANDISE_AMT
13794,2020,1,DEPT OF EDUCATION,Academic Support,WESTIN NATIONAL HARB,Lodging,6/29/2019,1080.0
13795,2020,1,DEPT OF EDUCATION,Office of the Secretary,1053 M And S CRYSTAL CITY,Eating Places Restaurants,7/23/2019,65.55
13796,2020,1,DEPT OF EDUCATION,Office of the Secretary,MARRIOTT CRYSTAL GWY F,Lodging,7/22/2019,8.95
13797,2020,1,DEPT OF EDUCATION,Office of the Secretary,STAPLS0176406662000001,Stationery-Office Supplies-Printing Writing Pap,7/24/2019,361.13
13798,2020,1,DEPT OF EDUCATION,Office of the Secretary,AMTRAK .COM 1820635549736,Travel,7/1/2019,78.0
13799,2020,1,DEPT OF EDUCATION,Office of the Secretary,WB MASON,Stationery-Office Supplies-Printing Writing Pap,7/25/2019,603.0
13800,2020,1,DEPT OF EDUCATION,Office of the Secretary,COURTYARD BY MARRIOTT,Lodging,7/25/2019,609.29
13801,2020,1,DEPT OF EDUCATION,Office of the Secretary,MARRIOTT CRYSTAL GWY F,Lodging,7/24/2019,15.09
13802,2020,1,DEPT OF EDUCATION,Office of the Secretary,PLAZA GOURMET,Eating Places Restaurants,7/23/2019,16.25
13803,2020,1,DEPT OF EDUCATION,Office of the Secretary,TJU CONTINUING PRO DEVELO,Colleges Univ Pro Schools Junior Colleges,7/17/2019,375.0
13804,2020,1,DEPT OF EDUCATION,Office of the Secretary,CAROLINA BIOLOGIC SUPPLY,Dental-Lab-Med-Ophthalmic Hosp Equip Supplies,7/1/2019,168.85
13805,2020,1,DEPT OF EDUCATION,Office of the Secretary,DATA RECOGNITION CORPORAT,Business Services-Not Elsewhere Classified,7/22/2019,354.53
13806,2020,1,DEPT OF EDUCATION,Office of the Secretary,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,7/19/2019,280.07
13807,2020,1,DEPT OF EDUCATION,Office of the Secretary,OFFICEMAX/OFFICEDEPT#6871,Direct Marketing-Combination Catalog-Retail Merch,7/24/2019,272.22
13808,2020,1,DEPT OF EDUCATION,Office of the Secretary,MARRIOTT KEY BRIDGE F And,Lodging,7/24/2019,24.9
13809,2020,1,DEPT OF EDUCATION,Office of the Secretary,HYATT REGENCY WASHINGTON,Lodging,7/26/2019,1185.3
13810,2020,1,DEPT OF EDUCATION,Office of the Secretary,KENT-SUSSEX INDUSTRIES IN,Organizations Charitable And Social Services,7/25/2019,366.0
13811,2020,1,DEPT OF EDUCATION,Office of the Secretary,MAX LAGERS,Eating Places Restaurants,7/7/2019,19.34
13812,2020,1,DEPT OF EDUCATION,Office of the Secretary,MARRIOTT ATL MARQUIS F,Lodging,7/10/2019,29.65
13813,2020,1,DEPT OF EDUCATION,Office of the Secretary,MARRIOTT ATL MARQUIS F,Lodging,7/10/2019,16.34
13814,2020,1,DEPT OF EDUCATION,Office of the Secretary,ATLANTA CHOPHOUSE ATL,Eating Places Restaurants,7/11/2019,20.31
13815,2020,1,DEPT OF EDUCATION,Office of the Secretary,MARRIOTT ATLANTA MARQU,Lodging,7/12/2019,903.76
13816,2020,1,DEPT OF EDUCATION,Office of the Secretary,TED S MONTANA GRILL - 041,Eating Places Restaurants,7/22/2019,18.0
13817,2020,1,DEPT OF EDUCATION,Office of the Secretary,1053 M And S CRYSTAL CITY,Eating Places Restaurants,7/23/2019,32.0
13818,2020,1,DEPT OF EDUCATION,Office of the Secretary,UBER TRIP,Travel,7/22/2019,16.95
13819,2020,1,DEPT OF EDUCATION,Office of the Secretary,UBER TRIP,Travel,7/24/2019,12.08
13820,2020,1,DEPT OF EDUCATION,Office of the Secretary,STAPLS0176092006000002,Stationery-Office Supplies-Printing Writing Pap,7/11/2019,243.8
13821,2020,1,DEPT OF EDUCATION,Office of the Secretary,STAPLS0176092006000003,Stationery-Office Supplies-Printing Writing Pap,7/13/2019,113.98
13822,2020,1,DEPT OF EDUCATION,Office of the Secretary,CVENT*POWERSCHOOL,Business Services-Not Elsewhere Classified,6/27/2019,2200.0
13823,2020,1,DEPT OF EDUCATION,Office of the Secretary,HYATT REGENCY WASHINGTON,Lodging,7/26/2019,55.8
13824,2020,1,DEPT OF EDUCATION,Office of the Secretary,UNITED 0162461778963,Airline,7/8/2019,396.6
13825,2020,1,DEPT OF EDUCATION,Office of the Secretary,DATA RECOGNITION CORPORAT,Business Services-Not Elsewhere Classified,7/22/2019,2830.74
13826,2020,1,DEPT OF EDUCATION,Office of the Secretary,KAPLAN EARLY LEARNING COM,Schools Educational Svc-Not Elsewhere Classified,6/27/2019,16.92
13827,2020,1,DEPT OF EDUCATION,Office of the Secretary,MARRIOTT CRYSTAL GWY F,Lodging,7/22/2019,17.9
13828,2020,1,DEPT OF EDUCATION,Office of the Secretary,UBER TRIP,Travel,7/22/2019,3.0
13829,2020,1,DEPT OF EDUCATION,Office of the Secretary,AMTRAK .COM 1820682562996,Travel,7/1/2019,78.0
13830,2020,1,DEPT OF EDUCATION,Office of the Secretary,HYATT REGENCY WASHINGTON,Lodging,7/26/2019,223.2
13831,2020,1,DEPT OF EDUCATION,Office of the Secretary,COURTYARD BY MARRIOTT,Lodging,7/25/2019,102.0
13832,2020,1,DEPT OF EDUCATION,Office of the Secretary,SQ *ENVIRONMENTAL T,Travel,7/24/2019,22.66
13833,2020,1,DEPT OF EDUCATION,Office of the Secretary,UNIONSTATAUBONPAIN125A,Fast Food Restaurants,7/24/2019,11.19
13834,2020,1,DEPT OF EDUCATION,Office of the Secretary,MARRIOTT CRYSTAL GWY F,Lodging,7/24/2019,21.7
13835,2020,1,DEPT OF EDUCATION,Office of the Secretary,CAROLINA BIOLOGIC SUPPLY,Dental-Lab-Med-Ophthalmic Hosp Equip Supplies,7/1/2019,13.93
13836,2020,1,DEPT OF EDUCATION,Office of the Secretary,STAPLS0176406607000001,Stationery-Office Supplies-Printing Writing Pap,7/24/2019,401.31
13837,2020,1,DEPT OF EDUCATION,Office of the Secretary,MARRIOTT CRYSTAL GWY F,Lodging,7/22/2019,34.1
13838,2020,1,DEPT OF EDUCATION,Office of the Secretary,MARRIOTT CRYSTAL CITY,Lodging,7/25/2019,385.06
13839,2020,1,DEPT OF EDUCATION,Office of the Secretary,MARRIOTT CRYSTAL GWY F,Lodging,7/24/2019,15.09
13840,2020,1,DEPT OF EDUCATION,Office of the Secretary,PLAZA GOURMET,Eating Places Restaurants,7/23/2019,7.19
13841,2020,1,DEPT OF EDUCATION,Office of the Secretary,MARKET BASKET.,Fast Food Restaurants,7/23/2019,3.2
13842,2020,1,DEPT OF EDUCATION,Office of the Secretary,DER BIERGARTEN,Eating Places Restaurants,7/8/2019,15.47
13843,2020,1,DEPT OF EDUCATION,Office of the Secretary,UBER TRIP,Travel,7/24/2019,5.0
13844,2020,1,DEPT OF EDUCATION,Office of the Secretary,MARRIOTT CRYSTAL GWY F,Lodging,7/23/2019,6.36
13845,2020,1,DEPT OF EDUCATION,Office of the Secretary,UNIONSTATAUBONPAIN125A,Fast Food Restaurants,7/24/2019,12.3
13846,2020,1,DEPT OF EDUCATION,Office of the Secretary,MARRIOTT CRYSTAL GATEW,Lodging,7/25/2019,405.44
13847,2020,1,DEPT OF EDUCATION,Office of the Secretary,MARRIOTT CRYSTAL GATEW,Lodging,7/25/2019,19.8
13848,2020,1,DEPT OF EDUCATION,Office of the Secretary,PLAZA GOURMET,Eating Places Restaurants,7/23/2019,20.48
13849,2020,1,DEPT OF EDUCATION,Office of the Secretary,TED S MONTANA GRILL - 041,Eating Places Restaurants,7/22/2019,19.0
13850,2020,1,DEPT OF EDUCATION,Office of the Secretary,SBARRO 298,Fast Food Restaurants,7/24/2019,2.63
13851,2020,1,DEPT OF EDUCATION,Office of the Secretary,1053 M And S CRYSTAL CITY,Eating Places Restaurants,7/23/2019,41.54
13852,2020,1,DEPT OF EDUCATION,Office of the Secretary,RITE AID STORE - 3676,Drug Stores Pharmacies,7/23/2019,5.27
13853,2020,1,DEPT OF EDUCATION,Office of the Secretary,STAPLS0176092006000001,Stationery-Office Supplies-Printing Writing Pap,7/17/2019,58.98
13854,2020,1,DEPT OF EDUCATION,Office of the Secretary,MARRIOTT KEY BRIDGE,Lodging,7/27/2019,305.2
13855,2020,1,DEPT OF EDUCATION,Academic Support,NH J GARAGE,Automobile Parking Lots And Garages,7/2/2019,80.0
13856,2020,1,DEPT OF EDUCATION,Academic Support,MCDONALD'S F35783,Fast Food Restaurants,7/2/2019,9.32
13857,2020,1,DEPT OF EDUCATION,Academic Support,UBER TRIP,Travel,7/18/2019,28.55
13858,2020,1,DEPT OF EDUCATION,Academic Support,UNITED 0161520321266,Airline,7/13/2019,30.0
13859,2020,1,DEPT OF EDUCATION,Academic Support,HILTON PARC 55 S FRAN,Lodging,7/18/2019,904.83
13860,2020,1,DEPT OF EDUCATION,Academic Support,STAPLS0176331180000001,Stationery-Office Supplies-Printing Writing Pap,7/20/2019,321.46
13861,2020,1,DEPT OF EDUCATION,Academic Support,AMERICAN AIR0010267075261,Airline,7/18/2019,30.0
13862,2020,1,DEPT OF EDUCATION,Academic Support,UBER TRIP,Travel,7/14/2019,31.25
13863,2020,1,DEPT OF EDUCATION,Academic Support,AMAZON.COM*MH3JF22L1,Book Stores,7/14/2019,76.09
13864,2020,1,DEPT OF EDUCATION,Academic Support,UBER TRIP,Travel,7/14/2019,6.25
13865,2020,1,DEPT OF EDUCATION,Academic Support,UBER TRIP,Travel,7/18/2019,5.71
13866,2020,1,DEPT OF EDUCATION,Academic Support,SOUTHERN FIRES,Eating Places Restaurants,7/7/2019,20.0
13867,2020,1,DEPT OF EDUCATION,Academic Support,UBER TRIP,Travel,7/7/2019,42.84
13868,2020,1,DEPT OF EDUCATION,Academic Support,UBER TRIP,Travel,7/8/2019,8.71
13869,2020,1,DEPT OF EDUCATION,Academic Support,UBER TRIP,Travel,7/8/2019,6.94
13870,2020,1,DEPT OF EDUCATION,Academic Support,CRACKER BARREL #608 STEVE,Eating Places Restaurants,7/10/2019,11.22
13871,2020,1,DEPT OF EDUCATION,Academic Support,UBER TRIP,Travel,7/10/2019,34.61
13872,2020,1,DEPT OF EDUCATION,Academic Support,MARRIOTT DETROIT DTOWN,Lodging,7/11/2019,301.86
13873,2020,1,DEPT OF EDUCATION,Academic Support,CHICK-FIL-A #01086,Fast Food Restaurants,7/25/2019,6.74
13874,2020,1,DEPT OF EDUCATION,Academic Support,UPS*1Z21X9560195815760,Courier Svc-Air Ground Freight Forwarders,7/28/2019,8.65
13875,2020,1,DEPT OF EDUCATION,Academic Support,PAYPAL *NATIONALALL,Associations-Civic Social And Fraternal,7/12/2019,1500.0
13876,2020,1,DEPT OF EDUCATION,Academic Support,CHEESECAKE CHRISTIANA,Eating Places Restaurants,7/26/2019,22.0
13877,2020,1,DEPT OF EDUCATION,Academic Support,UPS*ADJ00159559992891,Courier Svc-Air Ground Freight Forwarders,7/14/2019,0.93
13878,2020,1,DEPT OF EDUCATION,Academic Support,NAPA FARMS MARKET T2,Eating Places Restaurants,7/18/2019,15.05
13879,2020,1,DEPT OF EDUCATION,Academic Support,THE MELT 32 MARKET AT 5TH,Fast Food Restaurants,7/14/2019,12.17
13880,2020,1,DEPT OF EDUCATION,Academic Support,REDSMOKE BARBEQUE,Eating Places Restaurants,7/9/2019,21.19
13881,2020,1,DEPT OF EDUCATION,Academic Support,UPS*1Z21X9560193901750,Courier Svc-Air Ground Freight Forwarders,6/27/2019,17.26
13882,2020,1,DEPT OF EDUCATION,Student Support,HYATT REGENCY ST.LOUIS F,Eating Places Restaurants,7/14/2019,13.68
13883,2020,1,DEPT OF EDUCATION,Student Support,SNARFS MX,Eating Places Restaurants,7/13/2019,11.29
13884,2020,1,DEPT OF EDUCATION,Student Support,CNN NEWS ST1212,Books Periodicals And Newspapers,7/17/2019,3.23
13885,2020,1,DEPT OF EDUCATION,Student Support,ST LOUIS BALLPARK REST,Eating Places Restaurants,7/13/2019,22.3
13886,2020,1,DEPT OF EDUCATION,Student Support,OLD SPAGHETTI FCTRY 12,Eating Places Restaurants,7/16/2019,25.11
13887,2020,1,DEPT OF EDUCATION,Student Support,HYATT REGENCY ST.LOUIS F,Eating Places Restaurants,7/12/2019,19.13
13888,2020,1,DEPT OF EDUCATION,Student Support,TST* SUGARFIRE SMOKEHOUSE,Eating Places Restaurants,7/15/2019,23.33
13889,2020,1,DEPT OF EDUCATION,Student Support,PPA PHL AIRPORT,Automobile Parking Lots And Garages,7/17/2019,66.0
13890,2020,1,DEPT OF EDUCATION,Student Support,STARBUCKS E-18 STL,Fast Food Restaurants,7/17/2019,6.3
13891,2020,1,DEPT OF EDUCATION,Student Support,MARRIOTT ORLANDO WORLD,Lodging,6/27/2019,274.5
13892,2020,1,DEPT OF EDUCATION,Student Support,VITOS ITALIAN CHOPHOUSE I,Eating Places Restaurants,6/27/2019,49.03
13893,2020,1,DEPT OF EDUCATION,Student Support,CACFP.ORG,Organizations Membership-Not Elsewhere Classified,7/11/2019,50.0
13894,2020,1,DEPT OF EDUCATION,Student Support,SCHOOL NUTRITION ASSOC,Organizations Membership-Not Elsewhere Classified,7/11/2019,15.0
13895,2020,1,DEPT OF EDUCATION,Student Support,HILTON INTERNATIONALS,Lodging,7/2/2019,205.76
13896,2020,1,DEPT OF EDUCATION,Student Support,GOEXPRESSTRAVEL.COM,Travel,7/2/2019,13.0
13897,2020,1,DEPT OF EDUCATION,Student Support,JW MARRIOTT INDIANAPOL,Lodging,7/4/2019,988.65
13898,2020,1,DEPT OF EDUCATION,Student Support,JW MARRIOTT INDIANAPOL,Lodging,7/2/2019,2.0
13899,2020,1,DEPT OF EDUCATION,Student Support,JW MARRIOTT INDIANAPOL,Lodging,7/4/2019,988.65
13900,2020,1,DEPT OF EDUCATION,Student Support,JW MARRIOTT INDY FB,Eating Places Restaurants,7/2/2019,7.96
13901,2020,1,DEPT OF EDUCATION,Student Support,CHICK FIL A,Fast Food Restaurants,7/24/2019,8.67
13902,2020,1,DEPT OF EDUCATION,Student Support,32753 - BWI LONG TERM B,Automobile Parking Lots And Garages,7/24/2019,24.0
13903,2020,1,DEPT OF EDUCATION,Student Support,HYATT REGENCY INDIANAP,Lodging,7/24/2019,318.24
13904,2020,1,DEPT OF EDUCATION,Student Support,HYATT REGENCY INDIANAP,Lodging,7/7/2019,318.24
13905,2020,1,DEPT OF EDUCATION,Student Support,AMZN MKTP US*MH08V73G2,Book Stores,7/4/2019,95.59
13906,2020,1,DEPT OF EDUCATION,Student Support,CHICK FIL A,Fast Food Restaurants,7/3/2019,5.12
13907,2020,1,DEPT OF EDUCATION,Student Support,CHICK FIL A,Fast Food Restaurants,7/22/2019,6.41
13908,2020,1,DEPT OF EDUCATION,Student Support,HYATT REGENCY ST.LOUIS F,Eating Places Restaurants,7/14/2019,22.92
13909,2020,1,DEPT OF EDUCATION,Student Support,HYATT REGENCY ST.LOUIS,Lodging,7/17/2019,1090.9
13910,2020,1,DEPT OF EDUCATION,Student Support,DAIRY QUEEN #40882,Fast Food Restaurants,7/4/2019,6.87
13911,2020,1,DEPT OF EDUCATION,Student Support,WEBER GRILL RESTAURANT -,Eating Places Restaurants,7/1/2019,15.63
13912,2020,1,DEPT OF EDUCATION,Student Support,HYATT REGENCY ST.LOUIS F,Eating Places Restaurants,7/13/2019,12.22
13913,2020,1,DEPT OF EDUCATION,Student Support,AMERICAN AIR0012363780695,Airline,7/2/2019,537.09
13914,2020,1,DEPT OF EDUCATION,Student Support,GRANITE CITY -CIRCLE CTR,Eating Places Restaurants,7/2/2019,23.0
13915,2020,1,DEPT OF EDUCATION,Student Support,GOEXPRESSTRAVEL.COM,Travel,6/28/2019,13.0
13916,2020,1,DEPT OF EDUCATION,Student Support,GOEXPRESSTRAVEL.COM,Travel,7/2/2019,13.0
13917,2020,1,DEPT OF EDUCATION,Student Support,32753 - BWI LONG TERM B,Automobile Parking Lots And Garages,7/3/2019,48.0
13918,2020,1,DEPT OF EDUCATION,Student Support,INDIANAPOLIS 0530A,News Dealers And Newsstands,7/3/2019,3.73
13919,2020,1,DEPT OF EDUCATION,Student Support,TGI FRIDAY'S INDY,Eating Places Restaurants,6/29/2019,23.0
13920,2020,1,DEPT OF EDUCATION,Student Support,HILTON INTERNATIONALS,Lodging,7/18/2019,156.0
13921,2020,1,DEPT OF EDUCATION,Student Support,FILOMENA RISTORANTE,Eating Places Restaurants,7/17/2019,48.94
13922,2020,1,DEPT OF EDUCATION,Student Support,HILTON INTERNATIONALS,Lodging,7/18/2019,411.52
13923,2020,1,DEPT OF EDUCATION,Student Support,LAURIOL PLAZA,Eating Places Restaurants,7/16/2019,29.63
13924,2020,1,DEPT OF EDUCATION,Student Support,LAURIOL PLAZA,Eating Places Restaurants,7/17/2019,53.5
13925,2020,1,DEPT OF EDUCATION,Student Support,JW MARRIOTT INDY FB,Eating Places Restaurants,6/29/2019,22.78
13926,2020,1,DEPT OF EDUCATION,Student Support,32750 - BWI DAILY GARAGE,Automobile Parking Lots And Garages,7/3/2019,72.0
13927,2020,1,DEPT OF EDUCATION,Student Support,HYATT REGENCY ST.LOUIS F,Eating Places Restaurants,7/15/2019,24.25
13928,2020,1,DEPT OF EDUCATION,Student Support,STAPLS0176089593000001,Stationery-Office Supplies-Printing Writing Pap,7/11/2019,244.68
13929,2020,1,DEPT OF EDUCATION,Student Support,JW MARRIOTT INDY FB,Eating Places Restaurants,6/29/2019,15.0
13930,2020,1,DEPT OF EDUCATION,Educator Support,COURTYARD BY MARRIOTT,Lodging,7/17/2019,12.95
13931,2020,1,DEPT OF EDUCATION,Educator Support,COURTYARD BY MARRIOTT,Lodging,7/18/2019,5.72
13932,2020,1,DEPT OF EDUCATION,Educator Support,BARNES And NOBLE 2366,Book Stores,7/22/2019,4314.0
13933,2020,1,DEPT OF EDUCATION,Educator Support,USPS PO 0917600901,Postal Services-Government Only,7/3/2019,20.55
13934,2020,1,DEPT OF EDUCATION,Educator Support,XEROX CORPORATION/RBO,Office Photographic Photocopy Microfilm Equipmt,7/10/2019,263.66
13935,2020,1,DEPT OF EDUCATION,Educator Support,JETBLUE 2797330448558,Airline,7/11/2019,406.6
13936,2020,1,DEPT OF EDUCATION,Educator Support,CHEESECAKE BURLINGTON,Eating Places Restaurants,7/17/2019,51.0
13937,2020,1,DEPT OF EDUCATION,Educator Support,REGENCY INN AND CONF CEN,Lodging,7/14/2019,781.89
13938,2020,1,DEPT OF EDUCATION,Educator Support,AMERICAN AIR0012365762279,Airline,7/12/2019,556.61
13939,2020,1,DEPT OF EDUCATION,Educator Support,REGENCY INN AND CONF CEN,Lodging,7/14/2019,-781.89
13940,2020,1,DEPT OF EDUCATION,Educator Support,PAYPAL *RESEARCHFOR,Book Stores,7/11/2019,1500.0
13941,2020,1,DEPT OF EDUCATION,Educator Support,USPS PO 0917600901,Postal Services-Government Only,7/18/2019,13.7
13942,2020,1,DEPT OF EDUCATION,Educator Support,BAMBOO RESTAURANT,Eating Places Restaurants,7/17/2019,45.0
13943,2020,1,DEPT OF EDUCATION,Educator Support,PAYPAL *RESEARCHFOR,Book Stores,7/24/2019,1500.0
13944,2020,1,DEPT OF EDUCATION,Educator Support,COURTYARD BY MARRIOTT,Lodging,7/19/2019,799.76
13945,2020,1,DEPT OF EDUCATION,Educator Support,COURTYARD BY MARRIOTT,Lodging,7/19/2019,3.84
13946,2020,1,DEPT OF EDUCATION,Educator Support,LUCCA RESTAURANT And BAR,Eating Places Restaurants,7/18/2019,24.87
13947,2020,1,DEPT OF EDUCATION,Operations Support,UBER TRIP,Travel,7/14/2019,5.0
13948,2020,1,DEPT OF EDUCATION,Operations Support,VOLCANO RABBIT,Eating Places Restaurants,7/8/2019,27.41
13949,2020,1,DEPT OF EDUCATION,Operations Support,HYATT REGENCY WASHINGTON,Lodging,7/26/2019,130.9
13950,2020,1,DEPT OF EDUCATION,Operations Support,IAH CS-EL PREMIO,Eating Places Restaurants,7/13/2019,47.91
13951,2020,1,DEPT OF EDUCATION,Operations Support,PPA PHL AIRPORT,Automobile Parking Lots And Garages,7/13/2019,66.0
13952,2020,1,DEPT OF EDUCATION,Operations Support,MAX LAGERS,Eating Places Restaurants,7/7/2019,15.47
13953,2020,1,DEPT OF EDUCATION,Operations Support,TST* NICKY ROTTENS BAR And,Eating Places Restaurants,7/10/2019,30.78
13954,2020,1,DEPT OF EDUCATION,Operations Support,CVENT*POWERSCHOOL,Business Services-Not Elsewhere Classified,7/1/2019,2200.0
13955,2020,1,DEPT OF EDUCATION,Operations Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,7/23/2019,334.22
13956,2020,1,DEPT OF EDUCATION,Operations Support,1529 JOES CRAB SHACK,Eating Places Restaurants,7/9/2019,16.99
13957,2020,1,DEPT OF EDUCATION,Operations Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,7/2/2019,168.84
13958,2020,1,DEPT OF EDUCATION,Operations Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,7/19/2019,211.05
13959,2020,1,DEPT OF EDUCATION,Operations Support,STAPLS0176291352000001,Stationery-Office Supplies-Printing Writing Pap,7/19/2019,30.38
13960,2020,1,DEPT OF EDUCATION,Operations Support,STAPLS0176219666000001,Stationery-Office Supplies-Printing Writing Pap,7/17/2019,383.2
13961,2020,1,DEPT OF EDUCATION,Operations Support,VITOS ITALIAN CHOPHOUSE I,Eating Places Restaurants,6/27/2019,0.72
13962,2020,1,DEPT OF EDUCATION,Operations Support,MARRIOTT ATLANTA MARQU,Lodging,7/12/2019,903.76
13963,2020,1,DEPT OF EDUCATION,Operations Support,HYATT REGENCY WASHINGTON,Lodging,7/26/2019,480.5
13964,2020,1,DEPT OF EDUCATION,Operations Support,TRID1080093,Computer Software Stores,7/26/2019,12.0
13965,2020,1,DEPT OF EDUCATION,Operations Support,32751 - BWI ESP LOT,Automobile Parking Lots And Garages,6/26/2019,74.0
13966,2020,1,DEPT OF EDUCATION,Operations Support,NETGATE,Computers Computer Peripheral Equipment Software,7/3/2019,4296.0
13967,2020,1,DEPT OF EDUCATION,Operations Support,SQ *GREATER ATLANTA,Travel,7/6/2019,90.0
13968,2020,1,DEPT OF EDUCATION,Operations Support,MARRIOTT ATL MARQUIS F,Lodging,7/10/2019,16.34
13969,2020,1,DEPT OF EDUCATION,Operations Support,ATLANTA CHOPHOUSE ATL,Eating Places Restaurants,7/11/2019,22.72
13970,2020,1,DEPT OF EDUCATION,Operations Support,CVENT*POWERSCHOOL,Business Services-Not Elsewhere Classified,7/1/2019,2200.0
13971,2020,1,DEPT OF EDUCATION,Operations Support,STK*SHUTTERSTOCK,Commercial Art Graphics Photography,7/9/2019,35.0
13972,2020,1,DEPT OF EDUCATION,Operations Support,STAPLS0176003394000001,Stationery-Office Supplies-Printing Writing Pap,7/6/2019,335.66
13973,2020,1,DEPT OF EDUCATION,Operations Support,IDU*INSIGHT PUBLIC SEC,Computer Software Stores,7/13/2019,2220.22
13974,2020,1,DEPT OF EDUCATION,Operations Support,SCREENCLOUD,Comp Programing Data Prcsng Intgrtd Sys Dsgn Srvs,7/20/2019,30.0
13975,2020,1,DEPT OF EDUCATION,Operations Support,INTERNATIONAL TRANSACTION,Internal Transaction,7/20/2019,0.45
13976,2020,1,DEPT OF EDUCATION,Operations Support,DER BIERGARTEN,Eating Places Restaurants,7/8/2019,26.87
13977,2020,1,DEPT OF EDUCATION,Operations Support,JETBLUE 2792130006047,Airline,7/10/2019,633.2
13978,2020,1,DEPT OF EDUCATION,Operations Support,MAX LAGERS,Eating Places Restaurants,7/7/2019,20.42
13979,2020,1,DEPT OF EDUCATION,Operations Support,MARRIOTT ATL MARQUIS F,Lodging,7/10/2019,20.62
13980,2020,1,DEPT OF EDUCATION,Operations Support,MARRIOTT ATL MARQUIS F,Lodging,7/10/2019,17.42
